,NUMBER,DATE,YEAR,MONTH,DAY,ORGAN,TEAM,KIND1,PLACE,KIND2,KEYWORD,PLACE_DETAIL,ROAD_MILESTONE,ROAD,MILESTONE,LATITUDE,LONGITUDE,CHANNEL,REASON
170,2024001014,2024-01-23 9:56,2024,1,23,광주지사, 도로안전팀,유지보수,공통,도로,도로파손 보수 요청,광주대구선(19.7),    광주대구선19.7    ,광주대구선,19.7,35.33054,127.0404,안전신문고,시설환경
171,2024001012,2024-01-23 9:55,2024,1,23,남원지사, 고객지원팀,기타,공통,직원관련,직원 칭찬 민원,광주대구선(56.2),    광주대구선56.2    ,광주대구선,56.2,35.4307,127.3975,칭찬,직원요인
172,2024000976,2024-01-22 13:59,2024,1,22,광주지사, 도로안전팀,손해배상,동림IC(80.45),차량피해,포트홀로 인한 타이어 파손 배상 요청,호남선(80.6),    호남선80.6    ,호남선,80.6,35.19267,126.859,홈페이지(전자민원),시설환경
173,2024000948,2024-01-22 9:13,2024,1,22,남원지사, 도로안전팀,유지보수,공통,도로,터널 위 전도 수목 처리 요청,광주대구선(69.3),    광주대구선69.3    ,광주대구선,69.3,35.49048,127.5116,홈페이지(전자민원),시설환경
174,2024000805,2024-01-18 13:53,2024,1,18,광주지사, 도로안전팀,교통,동광주IC(74.21),제보,강아지 사체 처리 요청,호남선(74.2),    호남선74.2    ,호남선,74.2,35.18227,126.9253,안전신문고,시설환경
175,2024000720,2024-01-17 10:02,2024,1,17,광주지사, 도로안전팀,유지보수,공통,시설,교량 하부 쓰레기 방치 및 공사 요청,광주대구선(4.8),    광주대구선4.8    ,광주대구선,4.8,35.22506,126.9601,국민신문고,시설환경
176,2024000698,2024-01-17 8:29,2024,1,17,광주지사, 도로안전팀,유지보수,공통,시설,가드레일 철거 요청,호남선(78.4),    호남선78.4    ,호남선,78.4,35.18532,126.8799,안전신문고,시설환경
177,2024000669,2024-01-16 13:49,2024,1,16,순천지사, 교통안전팀,교통,공통,제보,도로 잡물 처리 요청,남해선(25.3),    남해선(순천부산)25.3    ,남해선(순천부산),25.3,34.98639,127.7158,안전신문고,시설환경
178,2024000631,2024-01-16 13:06,2024,1,16,순천지사, 도로안전팀,유지보수,동광양IC(17.72),시설,차선규제봉 보수 요청,남해선(17.7),    남해선(순천부산)17.7    ,남해선(순천부산),17.7,34.9634,127.6516,안전신문고,시설환경
179,2024000629,2024-01-16 13:06,2024,1,16,순천지사, 도로안전팀,유지보수,동광양IC(17.72),시설,차선규제봉 보수 요청,남해선(17.7),    남해선(순천부산)17.7    ,남해선(순천부산),17.7,34.9634,127.6516,안전신문고,시설환경
180,2024000574,2024-01-15 13:16,2024,1,15,광주지사, 백양사주유소팀(T/F),영업,백양사(107),주유소/LPG 및 정비소,주유소 내 셀프 청소기 주위 바닥 물고임 발생 처리 요청,호남선(107),    호남선107    ,호남선,107,35.39713,126.8067,홈페이지(전자민원),시설환경
181,2024000566,2024-01-15 10:24,2024,1,15,광주지사, 도로안전팀,기타,,기타,타이어 펑크 사고에 따른 교통상황 근무일지 공개 요청,호남선(74.2),    호남선74.2    ,호남선,74.2,35.18227,126.9253,정보공개(포털),기타요인
182,2024000555,2024-01-15 8:57,2024,1,15,보성지사, 고객지원팀,영업,공통,휴게소,휴게소 음식 메뉴(장흥표고버섯불고기) 양에 대한 불만,남해선(40.2),    남해선(영암순천)40.2    ,남해선(영암순천),40.2,34.71439,126.926,홈페이지(전자민원),시설환경
183,2024000545,2024-01-12 15:02,2024,1,12,구례지사, 교통안전팀,교통,동순천IC(.5),단속,정체로 인한 끼어들기 금지 조치 요청,순천완주선(0.5),    순천완주선0.5    ,순천완주선,0.5,34.94839,127.5521,안전신문고,시설환경
184,2024000437,2024-01-11 8:52,2024,1,11,함평지사, 도로안전팀,손해배상,유교1교(서울(3.8)),차량피해,포트홀 관련 차량 손해배상 요청,서해안선(3.9),    서해안선3.9    ,서해안선,3.9,34.84305,126.4631,홈페이지(전자민원),시설환경
185,2024000539,2024-01-10 17:29,2024,1,10,광주지사, 도로안전팀,유지보수,공통,시설,차선규제봉 보수 요청,호남선(79.7),    호남선79.7    ,호남선,79.7,35.19248,126.8689,안전신문고,시설환경
186,2024000537,2024-01-10 17:29,2024,1,10,광주지사, 도로안전팀,유지보수,공통,시설,차선규제봉 보수 요청,호남선(79.7),    호남선79.7    ,호남선,79.7,35.19248,126.8689,안전신문고,시설환경
187,2024000538,2024-01-10 17:28,2024,1,10,광주지사, 도로안전팀,유지보수,공통,시설,차선규제봉 보수 요청,호남선(79.7),    호남선79.7    ,호남선,79.7,35.19248,126.8689,안전신문고,시설환경
188,2024000431,2024-01-10 17:28,2024,1,10,광주지사, 도로안전팀,유지보수,공통,시설,차선규제봉 보수 요청,호남선(79.7),    호남선79.7    ,호남선,79.7,35.19248,126.8689,안전신문고,시설환경
189,2024000430,2024-01-10 17:27,2024,1,10,광주지사, 도로안전팀,유지보수,공통,시설,차선규제봉 보수 요청,호남선(79.7),    호남선79.7    ,호남선,79.7,35.19248,126.8689,안전신문고,시설환경
190,2024000310,2024-01-08 16:21,2024,1,8,함평지사, 도로안전팀,유지보수,공통,시설,교량 하부 배수관 연결로 탈락 보수 요청,무안광주선(38.8),    무안광주선38.8    ,무안광주선,38.8,35.14695,126.7587,안전신문고,시설환경
191,2024000308,2024-01-08 15:04,2024,1,8,광주지사, 교통안전팀,교통,산월IC(82.05),단속,"단속 카메라, 차선규제봉 설치 요청",호남선(83),    호남선83    ,호남선,83,35.20432,126.8379,안전신문고,규정 및 제도
192,2024000188,2024-01-05 14:14,2024,1,5,순천지사, 도로안전팀,손해배상,공통,차량피해,톨게이트 입구 진입 시 타이어 찢어짐 보수 요청,남해선(0.1),    남해선(순천부산)0.1    ,남해선(순천부산),0.1,35.00314,127.4835,국민신문고,시설환경
193,2024000158,2024-01-04 16:30,2024,1,4,보성지사, 고객지원팀,영업,공통,주유소/LPG 및 정비소,수소 충전소 운영 개시 일정 문의,남해선(40.2),    남해선(영암순천)40.2    ,남해선(영암순천),40.2,34.71439,126.926,국민신문고,시설환경
