NUMBER,DATE,YEAR,MONTH,DAY,ORGAN,TEAM,KIND1,PLACE,KIND2,KEYWORD,PLACE_DETAIL,ROAD_MILESTONE,ROAD,MILESTONE,LATITUDE,LONGITUDE,CHANNEL,REASON
2023016286,2023-08-16 9:02,2023,8,16,보성지사,교통안전팀,기타,공통,직원관련,칭찬(안전순찰원),보성지사,,,  ,,, 칭찬 , 직원요인 
2023016285,2023-08-16 9:01,2023,8,16,광주지사,고객지원팀,영업,공통,휴게소,"휴게소 주차장내 음주, 음식물 섭취로 인한
불편 (주차)",강천산휴게소(대구),,,  ,,, 홈페이지(전자민원) , 고객요인 
2023016182,2023-08-11 16:02,2023,8,11,순천지사,도로안전팀,유지보수,동광양IC(17.72),시설,차선유도봉 보수 요청,광양IC 진입로(순천),남해선(순천부산)12.6,남해선(순천부산),12.6,34.973305,127.6035467, 안전신문고 , 시설환경 
2023016181,2023-08-11 16:01,2023,8,11,순천지사,도로안전팀,유지보수,동광양IC(17.72),시설,차선유도봉 보수 요청,동광양IC 진입로,남해선(순천부산)17.7,남해선(순천부산),17.7,34.96339942,127.651645, 안전신문고 , 시설환경 
2023016180,2023-08-11 16:01,2023,8,11,순천지사,도로안전팀,유지보수,진월IC(28.62),시설,차선유도봉 보수 요청,진월IC 본선 합류부,남해선(순천부산)28.6,남해선(순천부산),28.6,34.9801729,127.7480224, 안전신문고 , 시설환경 
2023016179,2023-08-11 15:59,2023,8,11,순천지사,도로안전팀,유지보수,섬진강(30),시설,차선유도봉 보수 요청,"섬진강휴게소(부산)
합류 노즈부",남해선(순천부산)30,남해선(순천부산),30,34.9805219,127.7630903, 안전신문고 , 시설환경 
2023016145,2023-08-11 9:05,2023,8,11,광주전남본부,고객팀,손해배상,,차량피해,-,,,,  ,,, 홈페이지(전자민원) , 시설환경 
2023016143,2023-08-11 8:57,2023,8,11,광주지사,도로안전팀,유지보수,이정입력,시설,"호우시 집수정 하수구로 
물이 넘침 불편
보수 요구",산월 IC 부근,논산천안선/호남선82.8,논산천안선/호남선,82.8,35.20304849,126.8395045, 안전신문고 , 시설환경 
2023016086,2023-08-10 8:53,2023,8,10,보성지사,도로안전팀,공사,공통,시설,"배수로 토사유입에 따른
준설 요청",남해선(17),,,  ,,, 국민신문고 , 시설환경 
2023016037,2023-08-08 17:39,2023,8,8,광주지사,도로안전팀,유지보수,서광주IC(78.36),시설,차선규제봉 보수요청,,논산천안선/호남선78.8,논산천안선/호남선,78.8,35.18803417,126.8770736, 안전신문고 , 시설환경 
2023016025,2023-08-08 14:52,2023,8,8,광주전남본부,영업팀,영업,공통,미납,"미납통행료 과태료 부과
불만",,,,  ,,, 국민신문고 , 업무처리 
2023016017,2023-08-08 14:12,2023,8,8,광주지사,교통안전팀,교통,이정입력,제보,노면잡물 제보,백양사 휴게소 인근,논산천안선/호남선107,논산천안선/호남선,107,35.39713429,126.8066816, 안전신문고 , 시설환경 
2023016016,2023-08-08 14:08,2023,8,8,함평지사,교통안전팀,손해배상,공통,차량피해,"노면잡물로 인한 차량피해
보상요청",목포TG 전,,,  ,,, 홈페이지(전자민원) , 시설환경 
2023016006,2023-08-08 13:04,2023,8,8,광주지사,도로안전팀,교통,공통,제보,로드킬 처리요청,광주TG 진입전,논산천안선/호남선88.3,논산천안선/호남선,88.3,35.24594326,126.8134085, 안전신문고 , 시설환경 
2023016005,2023-08-08 13:02,2023,8,8,순천지사,도로안전팀,유지보수,동광양IC(17.72),시설,차선규제봉 보수 요청,동광양IC 진입 전,남해선(영암순천)17.7,남해선(영암순천),17.7,34.69621215,126.6951829, 안전신문고 , 시설환경 
2023016004,2023-08-08 11:36,2023,8,8,순천지사,도로안전팀,유지보수,진월IC(28.62),시설,차선규제봉 보수 요청,진월IC 본선 합류부,남해선(순천부산)28.6,남해선(순천부산),28.6,34.9801729,127.7480224, 안전신문고 , 시설환경 
2023016003,2023-08-08 11:36,2023,8,8,순천지사,도로안전팀,유지보수,옥곡IC(24.2),시설,차선규제봉 보수 요청,옥곡ic 본선 합류부,남해선(순천부산)24.2,남해선(순천부산),24.2,34.98696872,127.7040171, 안전신문고 , 시설환경 
2023016002,2023-08-08 11:35,2023,8,8,광주전남본부,고객팀,영업,,휴게소,-,,,,  ,,, 안전신문고 , 고객요인 
2023016001,2023-08-08 11:34,2023,8,8,광주전남본부,고객팀,영업,,휴게소,-,,,,  ,,, 안전신문고 , 고객요인 
2023015909,2023-08-07 14:40,2023,8,7,보성지사,도로안전팀,유지보수,벌교대교(87.821),시설,도로노면 상태 불만,"벌교대교
(남해선)",남해선(영암순천)87.8,남해선(영암순천),87.8,34.82388182,127.3826904, 홈페이지(전자민원) , 시설환경 
2023015884,2023-08-07 11:10,2023,8,7,남원지사,도로안전팀,유지보수,순창IC(27.18),도로,"노후표지판 및 과속방지턱
설치요청","순창TG 진입전
회전교차로",광주대구선29.6,광주대구선,29.6,35.36396553,127.1327475, 안전신문고 , 시설환경 
2023015881,2023-08-07 11:06,2023,8,7,남원지사,도로안전팀,유지보수,순창IC(27.18),도로,도로포장 개선요청,"순창TG 진입전
회전교차로",광주대구선29.6,광주대구선,29.6,35.36396553,127.1327475, 안전신문고 , 시설환경 
2023015879,2023-08-07 11:05,2023,8,7,남원지사,도로안전팀,유지보수,순창IC(27.18),도로,,"순창TG 진입전
회전교차로",광주대구선29.6,광주대구선,29.6,35.36396553,127.1327475, 안전신문고 , 시설환경 
2023015877,2023-08-07 11:01,2023,8,7,광주전남본부,기획팀,기타,공통,기타,실무직 채용관련 문의,,,,  ,,, 홈페이지(전자민원) , 규정 및 제도 
2023015876,2023-08-07 10:59,2023,8,7,남원지사,도로안전팀,유지보수,순창IC(27.18),도로,노면상태 불량,순창IC,광주대구선29.6,광주대구선,29.6,35.36396553,127.1327475, 안전신문고 , 시설환경 
2023015775,2023-08-04 9:36,2023,8,4,광주전남본부, 구조물안전팀,유지보수,영산강1교((81.01)),도로,포장공사 후 차선도색 지연,영산강교,호남선80.8,호남선,80.8,35.19261065,126.8568088, 안전신문고 , 시설환경 
2023015754,2023-08-04 8:40,2023,8,4,함평지사,도로안전팀,유지보수,동광산영업소(38.24),도로,노면상태 불량,동광산TG,무안광주선38.2,무안광주선,38.2,35.14399025,126.753203, 안전신문고 , 시설환경 
2023015753,2023-08-04 8:39,2023,8,4,구례지사,고객지원팀,영업,공통,휴게소,단체 고객 점심심사 예약에 대한 직원 불친절 응대,춘향휴게소(순천),순천완주선49.7,순천완주선,49.7,35.33818288,127.3522819, 국민신문고 , 직원요인 
2023015731,2023-08-03 16:00,2023,8,3,광주지사,도로안전팀,기타,,기타,포트호 보수공사 내역 요청,장성 인근,호남선99,호남선,99,35.33013521,126.8047176, 정보공개(포털) , 기타요인 
2023015682,2023-08-02 17:46,2023,8,2,함평지사,도로안전팀,유지보수,이정입력,시설,차선규제봉 파손,나주IC,무안광주선30.9,무안광주선,30.9,35.10190554,126.6963806, 안전신문고 , 시설환경 
2023015669,2023-08-02 13:05,2023,8,2,구례지사,도로안전팀,유지보수,공통,시설,터널조명을 LED등으로 교체 요청,순천완주선 전 구간,,,  ,,, 홈페이지(전자민원) , 시설환경 
2023015668,2023-08-02 11:34,2023,8,2,함평지사,도로안전팀,손해배상,노안터널(광주(27.698),차량피해,노면상태 불량,노안터널,무안광주선27.7,무안광주선,27.7,35.08762274,126.6661798, 문서 , 시설환경 
2023015661,2023-08-02 10:05,2023,8,2,순천지사,도로안전팀,유지보수,진월IC(28.62),시설,차선규제봉 파손,진월IC,남해선(순천부산)28.6,남해선(순천부산),28.6,34.9801729,127.7480224, 안전신문고 , 시설환경 
2023015617,2023-08-01 15:59,2023,8,1,함평지사,도로안전팀,유지보수,이정입력,시설,차선규제봉 파손,몽탄졸음쉼터(목포),서해안선16.6,서해안선,16.6,34.94653519,126.5049666, 안전신문고 , 시설환경 
2023015604,2023-08-01 15:27,2023,8,1,함평지사,도로안전팀,유지보수,공통,도로,노면상태 불량,죽림JCT,서해안선4.2,서해안선,4.2,34.84439678,126.4659249, 안전신문고 , 시설환경 
2023015591,2023-08-01 15:16,2023,8,1,담양지사,도로안전팀,유지보수,공통,도로,노면상태 불량,고창JCT,서해안선74.2,서해안선,74.2,35.41683823,126.652739, 안전신문고 , 시설환경 
2023015505,2023-07-31 15:15,2023,7,31,광주전남본부,영업팀,영업,공통,미납,부가통행료 관련 불만,장소 파악 불가,,,  ,,, 국민신문고 , 업무처리 
2023015497,2023-07-31 13:26,2023,7,31,광주지사,도로안전팀,유지보수,용봉IC(77.03),도로,ic출구 진입 시 수풀이 시야 방해,용봉IC,호남선77,호남선,77,35.18445778,126.8952407, 안전신문고 , 시설환경 
2023015496,2023-07-31 13:26,2023,7,31,광주지사,도로안전팀,유지보수,이정입력,도로,비탈면 방수포 설치 요청,호남선65.5,호남선65.6,호남선,65.6,35.22568194,126.9860517, 국민신문고 , 기타요인 
2023015492,2023-07-31 11:34,2023,7,31,광주지사,고객지원팀,영업,공통,휴게소,편의점 이용 시 물품 교환 관련 직원 불친절 응대,강천산휴게소(광주),광주대구선27,광주대구선,27,35.36484409,127.1047028, 홈페이지(전자민원) , 직원요인 
2023015437,2023-07-28 15:15,2023,7,28,순천지사,도로안전팀,유지보수,이정입력,시설,합류구간 차단 안내간판 부재,순천1터널,호남선14.6,호남선,14.6,35.02756347,127.3267532, 홈페이지(전자민원) , 업무처리 
2023015415,2023-07-28 10:54,2023,7,28,광주지사,고객지원팀,영업,,휴게소,,,,,  ,,, 국민신문고 , 시설환경 
2023015367,2023-07-27 16:05,2023,7,27,구례지사,도로안전팀,유지보수,공통,도로,교량 칡넝쿨 및 잡목으로 차량 방해,대동교,순천완주선4.2,순천완주선,4.2,34.98072477,127.5480616, 안전신문고 , 시설환경 
2023015355,2023-07-27 15:40,2023,7,27,담양지사,고객지원팀,영업,곡성(49),주유소/LPG 및 정비소,LPG충전소 영업마감으로 충전을 하지 못함,곡성LPG충전소(천안),호남선49.1,호남선,49.1,35.25954049,127.1488213, 국민신문고 , 직원요인 
2023015354,2023-07-27 15:34,2023,7,27,순천지사,도로안전팀,유지보수,섬진강(30),시설,수목 정비,섬진강휴게소(순천),남해선(순천부산)30,남해선(순천부산),30,34.9805219,127.7630903, 안전신문고 , 시설환경 
2023015352,2023-07-27 15:32,2023,7,27,광주지사,도로안전팀,교통,이정입력,제보,로드킬 제보,강천산휴게소 인근,광주대구선27,광주대구선,27,35.36484409,127.1047028, 안전신문고 , 시설환경 
2023015351,2023-07-27 15:31,2023,7,27,광주지사,도로안전팀,교통,이정입력,제보,로드킬 제보,강천산휴게소 인근,광주대구선27,광주대구선,27,35.36484409,127.1047028, 안전신문고 , 시설환경 
2023015336,2023-07-27 10:58,2023,7,27,광주전남본부,고객팀,유지보수,,도로,,,,,  ,,, 국민신문고 , 시설환경 
2023015324,2023-07-27 9:52,2023,7,27,광주전남본부,고객팀,기타,,기타,미지급 용지 보상 관련 문의,고창담양선40,고창담양선40,고창담양선,40,35.25217374,127.009694, 정보공개(포털) , 기타요인 
2023015323,2023-07-27 9:44,2023,7,27,광주전남본부,고객팀,기타,,기타,미지급 용지 보상 관련 문의,고창담양선40,고창담양선40,고창담양선,40,35.25217374,127.009694, 정보공개(포털) , 기타요인 
2023015285,2023-07-26 14:07,2023,7,26,순천지사,교통안전팀,교통,동광양IC(17.72),제한차량,고속도로 진입 시 축조작 행위 제보,동광양TG,남해선(순천부산)17.7,남해선(순천부산),17.7,34.96339942,127.651645, 안전신문고 , 업무처리 
2023015240,2023-07-25 17:49,2023,7,25,광주지사,도로안전팀,유지보수,산월IC(82.05),시설,차선규제봉 파손,산월IC,호남선82.1,호남선,82.1,35.19858743,126.8449844, 국민신문고 , 시설환경 
2023015238,2023-07-25 17:49,2023,7,25,광주전남본부,고객팀,용지,공통,보상,미지급 용지 보상 관련 문의,고창담양선40,고창담양선40,고창담양선,40,35.25217374,127.009694, 국민신문고 , 업무처리 
2023015232,2023-07-25 16:21,2023,7,25,담양지사,교통안전팀,손해배상,공통,차량피해,차량 손해배상 요청,장소 파악 불가,,,  ,,, 홈페이지(전자민원) , 규정 및 제도 
2023015219,2023-07-25 13:30,2023,7,25,광주지사,도로안전팀,유지보수,동광주IC(74.21),도로,노면상태 불량,동광주IC,호남선74.2,호남선,74.2,35.18227003,126.9252706, 국민신문고 , 시설환경 
2023015218,2023-07-25 13:29,2023,7,25,함평지사,교통안전팀,영업,공통,하이패스 이용,동광산영업소에서만 하이패스 인식이 되지 않아 민원 제기,동광산TG,무안광주선38.2,무안광주선,38.2,35.14399025,126.753203, 홈페이지(전자민원) , 시설환경 
2023015194,2023-07-24 17:30,2023,7,24,함평지사,도로안전팀,유지보수,이정입력,시설,교량 하부 보호블럭 유실로 위험,황룡강교,무안광주선38.8,무안광주선,38.8,35.14695498,126.7587083, 안전신문고 , 시설환경 
2023015193,2023-07-24 17:27,2023,7,24,광주전남본부,고객팀,유지보수,,도로,,,,,  ,,, 국민신문고 , 시설환경 
2023015192,2023-07-24 17:26,2023,7,24,광주전남본부,고객팀,유지보수,,도로,,,,,  ,,, 안전신문고 , 시설환경 
2023015180,2023-07-24 16:05,2023,7,24,담양지사,도로안전팀,유지보수,이정입력,도로,수목 정비,호남선50.0,호남선50,호남선,50,35.26162353,127.1393044, 홈페이지(전자민원) , 시설환경 
2023015172,2023-07-24 15:43,2023,7,24,순천지사,도로안전팀,유지보수,공통,도로,수목 정비,남해선7.6,남해선(순천부산)7.6,남해선(순천부산),7.6,34.98913406,127.5561544, 안전신문고 , 시설환경 
2023015166,2023-07-24 15:21,2023,7,24,광주전남본부,고객팀,유지보수,,도로,,,,,  ,,, 안전신문고 , 시설환경 
2023015163,2023-07-24 15:13,2023,7,24,남원지사,도로안전팀,유지보수,공통,시설,암거 하부도로 청소 및 배수로 설치 요청,광주대구선76.3,광주대구선76.3,광주대구선,76.3,35.48307274,127.5790881, 안전신문고 , 시설환경 
2023015108,2023-07-24 9:10,2023,7,24,광주지사,교통안전팀,기타,공통,직원관련,안전순찰원 감동서비스 제공,장소 파악 불가,,,  ,,, 칭찬 , 직원요인 
2023015092,2023-07-21 14:58,2023,7,21,광주지사,도로안전팀,유지보수,,도로,,,,,  ,,, 국민신문고 , 시설환경 
2023015083,2023-07-21 11:38,2023,7,21,광주전남본부,고객팀,기타,,기타,미지급 용지 보상 관련 문의,고창담양선40,고창담양선40,고창담양선,40,35.25217374,127.009694, 정보공개(포털) , 기타요인 
2023015076,2023-07-21 9:57,2023,7,21,보성지사,도로안전팀,유지보수,벌교IC(79.707),도로,흙유실로 인한 붕괴 위험,벌교IC,남해선(영암순천)79.7,남해선(영암순천),79.7,34.83491026,127.2985483, 안전신문고 , 시설환경 
2023015011,2023-07-20 10:07,2023,7,20,순천지사,도로안전팀,유지보수,공통,도로,노면상태 불량,남해선,,,  ,,, 홈페이지(전자민원) , 시설환경 
2023015010,2023-07-20 9:47,2023,7,20,함평지사,도로안전팀,공사,공통,기타,포장 보수공사로 인한 지정체,장소 파악 불가,,,  ,,, 홈페이지(전자민원) , 시설환경 
2023015009,2023-07-20 9:46,2023,7,20,광주지사,도로안전팀,유지보수,삼가교(순천(93.92)),시설,노면상태 불량,삼가교,호남선94,호남선,94,35.2866923,126.786092, 안전신문고 , 시설환경 
2023014995,2023-07-20 8:51,2023,7,20,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014866,2023-07-18 15:16,2023,7,18,보성지사,도로안전팀,유지보수,공통,시설,터널 등 깜깜함,호동터널,남해선(영암순천)89.8,남해선(영암순천),89.8,34.83696106,127.3965467, 안전신문고 , 시설환경 
2023014845,2023-07-18 14:17,2023,7,18,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014844,2023-07-18 14:16,2023,7,18,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014843,2023-07-18 14:16,2023,7,18,순천지사,도로안전팀,유지보수,옥곡IC(24.2),시설,차선규제봉 파손,옥곡IC,남해선(순천부산)24.2,남해선(순천부산),24.2,34.98696872,127.7040171, 안전신문고 , 시설환경 
2023014842,2023-07-18 14:15,2023,7,18,순천지사,도로안전팀,유지보수,동광양IC(17.72),시설,차선규제봉 파손,동광양IC,남해선(순천부산)17.7,남해선(순천부산),17.7,34.96339942,127.651645, 안전신문고 , 시설환경 
2023014840,2023-07-18 14:08,2023,7,18,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014836,2023-07-18 14:01,2023,7,18,보성지사,도로안전팀,유지보수,공통,시설,터널 등 깜깜함,별량1터널,남해선(영암순천)91.2,남해선(영암순천),91.2,34.84788568,127.404208, 안전신문고 , 시설환경 
2023014830,2023-07-18 13:49,2023,7,18,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014823,2023-07-18 11:35,2023,7,18,순천지사,도로안전팀,유지보수,신전2교(천안(13.48)),도로,노면상태 불량,신전2교,호남선13.5,호남선,13.5,35.02482683,127.3383723, 안전신문고 , 시설환경 
2023014751,2023-07-17 18:02,2023,7,17,담양지사,교통안전팀,영업,공통,기타 편의시설,졸음쉼터 내 토사 유출,장성물류졸음쉼터,고창담양선14.1,고창담양선,14.1,35.34728598,126.7782522, 안전신문고 , 시설환경 
2023014671,2023-07-17 13:35,2023,7,17,순천지사,도로안전팀,유지보수,이정입력,도로,잡물 제보,섬진강휴게소,남해선(순천부산)30,남해선(순천부산),30,34.9805219,127.7630903, 안전신문고 , 시설환경 
2023014670,2023-07-17 13:35,2023,7,17,순천지사,도로안전팀,유지보수,공통,도로,수목 정비,옥곡IC,남해선(순천부산)24.2,남해선(순천부산),24.2,34.98696872,127.7040171, 안전신문고 , 시설환경 
2023014669,2023-07-17 13:35,2023,7,17,순천지사,도로안전팀,유지보수,이정입력,도로,수목 정비,남해선7.0,남해선(순천부산)7,남해선(순천부산),7,34.99128139,127.5501239, 안전신문고 , 시설환경 
2023014663,2023-07-17 13:03,2023,7,17,구례지사,도로안전팀,유지보수,공통,도로,수목 정비,순천JCT,순천완주선5.6,순천완주선,5.6,34.99093314,127.5390729, 안전신문고 , 시설환경 
2023014662,2023-07-17 13:02,2023,7,17,구례지사,도로안전팀,유지보수,공통,시설,가변속도 제한 표지판 작동 안됨,순천완주선20.2,순천완주선20.2,순천완주선,20.2,35.10452176,127.4656414, 안전신문고 , 시설환경 
2023014625,2023-07-17 11:21,2023,7,17,구례지사,도로안전팀,유지보수,공통,시설,차선규제봉 파손,황전휴게소(완주),순천완주선25.3,순천완주선,25.3,35.14876505,127.4555931, 안전신문고 , 시설환경 
2023014617,2023-07-17 11:20,2023,7,17,함평지사,도로안전팀,유지보수,무안1교(서울(23)),도로,포장공사 후 차선도색 지연,무안1교,서해안선23.2,서해안선,23.2,35.00478585,126.4925669, 안전신문고 , 시설환경 
2023014614,2023-07-17 11:18,2023,7,17,순천지사,도로안전팀,유지보수,옥곡IC(24.2),시설,차선규제봉 파손,옥곡IC,남해선(순천부산)24.2,남해선(순천부산),24.2,34.98696872,127.7040171, 안전신문고 , 시설환경 
2023014613,2023-07-17 11:12,2023,7,17,광주지사,도로안전팀,유지보수,공통,도로,노면상태 불량,광주대구선6.67,광주대구선6.7,광주대구선,6.7,35.24144901,126.963112, 홈페이지(전자민원) , 시설환경 
2023014609,2023-07-17 11:01,2023,7,17,순천지사,도로안전팀,유지보수,동광양IC(17.72),시설,차선규제봉 파손,동광양IC,남해선(순천부산)17.7,남해선(순천부산),17.7,34.96339942,127.651645, 안전신문고 , 시설환경 
2023014606,2023-07-17 10:59,2023,7,17,순천지사,도로안전팀,유지보수,광양IC(12.58),시설,차선규제봉 파손,광양IC,남해선(순천부산)12.6,남해선(순천부산),12.6,34.973305,127.6035467, 안전신문고 , 시설환경 
2023014603,2023-07-17 10:58,2023,7,17,순천지사,도로안전팀,유지보수,동광양IC(17.72),시설,차선규제봉 파손,동광양IC,남해선(순천부산)17.7,남해선(순천부산),17.7,34.96339942,127.651645, 안전신문고 , 시설환경 
2023014601,2023-07-17 10:56,2023,7,17,구례지사,교통안전팀,교통,이정입력,제보,낙하물 제보,순천완주선27.2,순천완주선27.2,순천완주선,27.2,35.16385827,127.4458323, 안전신문고 , 시설환경 
2023014444,2023-07-17 10:36,2023,7,17,구례지사,도로안전팀,유지보수,구례화엄사IC(37.8),시설,차선규제봉 파손,구례화엄사IC,순천완주선37.8,순천완주선,37.8,35.24998248,127.4192344, 안전신문고 , 시설환경 
2023014412,2023-07-17 10:11,2023,7,17,구례지사,도로안전팀,유지보수,공통,시설,순천완주고속도로 어두워 추가 조명 설치 요청,순천완주선77.4,순천완주선77.4,순천완주선,77.4,35.56685292,127.322503, 안전신문고 , 시설환경 
2023014402,2023-07-17 10:06,2023,7,17,순천지사,고객지원팀,영업,섬진강(30),휴게소,휴게소 분식 3종 매진으로 미판매,섬진강휴게소(순천),남해선(순천부산)30.8,남해선(순천부산),30.8,34.98505524,127.7698945, 홈페이지(전자민원) , 업무처리 
2023014386,2023-07-17 9:32,2023,7,17,광주전남본부,영업팀,영업,공통,미납,부가통행료 관련 불만,장소 파악 불가,,,  ,,, 홈페이지(전자민원) , 규정 및 제도 
2023014385,2023-07-17 9:32,2023,7,17,광주전남본부,영업팀,영업,공통,미납,부가통행료 관련 불만,장소 파악 불가,,,  ,,, 홈페이지(전자민원) , 규정 및 제도 
2023014353,2023-07-14 15:40,2023,7,14,광주전남본부,영업팀,영업,공통,미납,부가통행료 관련 불만,장소 파악 불가,,,  ,,, 홈페이지(전자민원) , 고객요인 
2023014345,2023-07-14 14:00,2023,7,14,광주지사,도로안전팀,유지보수,공통,접도구역,굴다리 옆 고속도로 접합부 쓰레기 수거 요청,호남선83.5,호남선83.5,호남선,83.5,35.20752893,126.834048, 안전신문고 , 시설환경 
2023014324,2023-07-14 9:41,2023,7,14,광주전남본부,고객팀,기타,,기타,미지급 용지 보상 관련 문의,고창담양선40,고창담양선40,고창담양선,40,35.25217374,127.009694, 정보공개(포털) , 기타요인 
2023014253,2023-07-12 14:42,2023,7,12,함평지사,도로안전팀,교통,동광산영업소(38.24),제보,로드킬 제보,동광산TG,무안광주선38.2,무안광주선,38.2,35.14399025,126.753203, 안전신문고 , 시설환경 
2023014252,2023-07-12 14:42,2023,7,12,구례지사,고객지원팀,영업,오수(68.3),주유소/LPG 및 정비소,수소충전소 이용 중 불편,오수휴게소(완주),순천완주선73.9,순천완주선,73.9,35.53849873,127.3095923, 홈페이지(전자민원) , 시설환경 
2023014200,2023-07-12 9:50,2023,7,12,광주지사,도로안전팀,유지보수,,도로,,,,,  ,,, 국민신문고 , 시설환경 
2023014199,2023-07-12 9:41,2023,7,12,남원지사,교통안전팀,손해배상,이정입력,차량피해,잡물로 인한 차량 손해배상요청,남원IC 인근,광주대구선56.2,광주대구선,56.2,35.43070043,127.3975347, 홈페이지(전자민원) , 업무처리 
2023014185,2023-07-11 17:46,2023,7,11,광주지사,도로안전팀,유지보수,공통,시설,통로박스 환경 정비,동광주IC 인근,호남선74.2,호남선,74.2,35.18227003,126.9252706, 국민신문고 , 시설환경 
2023014064,2023-07-10 10:40,2023,7,10,광주지사,도로안전팀,유지보수,동광주IC(74.21),시설,방음터널 설치 요청,동광주IC,호남선74.2,호남선,74.2,35.18227003,126.9252706, 국민신문고 , 시설환경 
2023014063,2023-07-10 10:30,2023,7,10,광주지사,도로안전팀,유지보수,공통,시설,ic인근 공터에 토사 방치로 호우 시 침수 제보,동광주IC 인근,호남선74.2,호남선,74.2,35.18227003,126.9252706, 국민신문고 , 시설환경 
2023014055,2023-07-10 9:22,2023,7,10,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014054,2023-07-10 9:21,2023,7,10,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014053,2023-07-10 9:19,2023,7,10,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014051,2023-07-10 9:18,2023,7,10,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014030,2023-07-07 13:22,2023,7,7,광주지사,교통안전팀,교통,공통,기타,잡물 제보,광주대구선19,광주대구선19,광주대구선,19,35.32717953,127.0338876, 안전신문고 , 시설환경 
2023014028,2023-07-07 13:20,2023,7,7,광주지사,도로안전팀,유지보수,,기타,,,,,  ,,, 안전신문고 , 시설환경 
2023014023,2023-07-07 11:06,2023,7,7,순천지사,도로안전팀,유지보수,이정입력,도로,노면상태 불량,동광양IC,남해선(순천부산)17.7,남해선(순천부산),17.7,34.96339942,127.651645, 안전신문고 , 시설환경 
2023014022,2023-07-07 11:05,2023,7,7,순천지사,도로안전팀,공사,공통,기타,공사 중 소음 불편,남해선23.2,남해선(순천부산)23.2,남해선(순천부산),23.2,34.98802064,127.6934032, 홈페이지(전자민원) , 시설환경 
2023014020,2023-07-07 10:51,2023,7,7,함평지사,도로안전팀,유지보수,,시설,,,,,  ,,, 안전신문고 , 시설환경 
2023014015,2023-07-07 10:21,2023,7,7,광주전남본부,고객팀,용지,공통,보상,반복민원(김oo),장성물류IC 인근,고창담양선12.6,고창담양선,12.6,35.35016988,126.7623112, 국민신문고(대통령비서실) , 고객요인 
2023013860,2023-07-04 14:28,2023,7,4,광주지사,도로안전팀,유지보수,용봉IC(77.03),시설,차선규제봉 파손,용봉IC,호남선77,호남선,77,35.18445778,126.8952407, 안전신문고 , 시설환경 
2023013859,2023-07-04 14:05,2023,7,4,함평지사,도로안전팀,유지보수,공통,도로,노면상태 불량,무안광주선14.7,무안광주선14.7,무안광주선,14.7,35.04510492,126.5374202, 안전신문고 , 시설환경 
2023013858,2023-07-04 13:59,2023,7,4,함평지사,도로안전팀,유지보수,이정입력,도로,노면상태 불량,무안광주선13.9,무안광주선13.9,무안광주선,13.9,35.04203954,126.5295433, 안전신문고 , 시설환경 
2023013836,2023-07-04 9:23,2023,7,4,광주지사,도로안전팀,유지보수,,도로,,,,,  ,,, 안전신문고 , 시설환경 
2023013832,2023-07-04 9:13,2023,7,4,남원지사,도로안전팀,교통,공통,제보,로드킬 제보,광주대구선(35.3),광주대구선35.3,광주대구선,35.3,35.36681896,127.1929692, 안전신문고 , 시설환경 
2023013831,2023-07-04 9:11,2023,7,4,담양지사,도로안전팀,유지보수,곡성IC(41.31),도로,노면상태 불량,곡성IC,논산천안선/호남선41.3,논산천안선/호남선,41.3,35.22683287,127.221885, 안전신문고 , 시설환경 
2023013828,2023-07-04 8:35,2023,7,4,순천지사,고객지원팀,영업,공통,휴게소,휴게소 커피 관련 문의,섬진강휴게소,남해선(순천부산)30.8,남해선(순천부산),30.8,34.98505524,127.7698945, 홈페이지(전자민원) , 업무처리 
2023013780,2023-07-03 13:01,2023,7,3,구례지사,도로안전팀,교통,공통,기타,순천JCT에서 남해고속도로 연결로 부재이유 문의,순천JCT,순천완주선5.6,순천완주선,5.6,34.99093314,127.5390729, 홈페이지(전자민원) , 규정 및 제도 
2023013778,2023-07-03 12:05,2023,7,3,광주지사,도로안전팀,유지보수,서광주IC(78.36),도로,지정차로 위반 신고 및 개선요청,서광주IC,호남선78.4,호남선,78.4,35.18532108,126.8799199, 국민신문고 , 시설환경 
2023013768,2023-07-03 10:35,2023,7,3,함평지사,도로안전팀,유지보수,이정입력,도로,포장 후 노면 주행 시 소음,함평나비휴게소 전방 2km,무안광주선12.1,무안광주선,12.1,35.03789346,126.5105095, 국민신문고 , 시설환경 
